image,label
data/english/Img/img001-001.png,0
data/english/Img/img001-002.png,0
data/english/Img/img001-003.png,0
data/english/Img/img001-004.png,0
data/english/Img/img001-005.png,0
data/english/Img/img001-006.png,0
data/english/Img/img001-007.png,0
data/english/Img/img001-008.png,0
data/english/Img/img001-009.png,0
data/english/Img/img001-010.png,0
data/english/Img/img001-011.png,0
data/english/Img/img001-012.png,0
data/english/Img/img001-013.png,0
data/english/Img/img001-014.png,0
data/english/Img/img001-015.png,0
data/english/Img/img001-016.png,0
data/english/Img/img001-017.png,0
data/english/Img/img001-018.png,0
data/english/Img/img001-019.png,0
data/english/Img/img001-020.png,0
data/english/Img/img001-021.png,0
data/english/Img/img001-022.png,0
data/english/Img/img001-023.png,0
data/english/Img/img001-024.png,0
data/english/Img/img001-025.png,0
data/english/Img/img001-026.png,0
data/english/Img/img001-027.png,0
data/english/Img/img001-028.png,0
data/english/Img/img001-029.png,0
data/english/Img/img001-030.png,0
data/english/Img/img001-031.png,0
data/english/Img/img001-032.png,0
data/english/Img/img001-033.png,0
data/english/Img/img001-034.png,0
data/english/Img/img001-035.png,0
data/english/Img/img001-036.png,0
data/english/Img/img001-037.png,0
data/english/Img/img001-038.png,0
data/english/Img/img001-039.png,0
data/english/Img/img001-040.png,0
data/english/Img/img001-041.png,0
data/english/Img/img001-042.png,0
data/english/Img/img001-043.png,0
data/english/Img/img001-044.png,0
data/english/Img/img001-045.png,0
data/english/Img/img001-046.png,0
data/english/Img/img001-047.png,0
data/english/Img/img001-048.png,0
data/english/Img/img001-049.png,0
data/english/Img/img001-050.png,0
data/english/Img/img001-051.png,0
data/english/Img/img001-052.png,0
data/english/Img/img001-053.png,0
data/english/Img/img001-054.png,0
data/english/Img/img001-055.png,0
data/english/Img/img002-001.png,1
data/english/Img/img002-002.png,1
data/english/Img/img002-003.png,1
data/english/Img/img002-004.png,1
data/english/Img/img002-005.png,1
data/english/Img/img002-006.png,1
data/english/Img/img002-007.png,1
data/english/Img/img002-008.png,1
data/english/Img/img002-009.png,1
data/english/Img/img002-010.png,1
data/english/Img/img002-011.png,1
data/english/Img/img002-012.png,1
data/english/Img/img002-013.png,1
data/english/Img/img002-014.png,1
data/english/Img/img002-015.png,1
data/english/Img/img002-016.png,1
data/english/Img/img002-017.png,1
data/english/Img/img002-018.png,1
data/english/Img/img002-019.png,1
data/english/Img/img002-020.png,1
data/english/Img/img002-021.png,1
data/english/Img/img002-022.png,1
data/english/Img/img002-023.png,1
data/english/Img/img002-024.png,1
data/english/Img/img002-025.png,1
data/english/Img/img002-026.png,1
data/english/Img/img002-027.png,1
data/english/Img/img002-028.png,1
data/english/Img/img002-029.png,1
data/english/Img/img002-030.png,1
data/english/Img/img002-031.png,1
data/english/Img/img002-032.png,1
data/english/Img/img002-033.png,1
data/english/Img/img002-034.png,1
data/english/Img/img002-035.png,1
data/english/Img/img002-036.png,1
data/english/Img/img002-037.png,1
data/english/Img/img002-038.png,1
data/english/Img/img002-039.png,1
data/english/Img/img002-040.png,1
data/english/Img/img002-041.png,1
data/english/Img/img002-042.png,1
data/english/Img/img002-043.png,1
data/english/Img/img002-044.png,1
data/english/Img/img002-045.png,1
data/english/Img/img002-046.png,1
data/english/Img/img002-047.png,1
data/english/Img/img002-048.png,1
data/english/Img/img002-049.png,1
data/english/Img/img002-050.png,1
data/english/Img/img002-051.png,1
data/english/Img/img002-052.png,1
data/english/Img/img002-053.png,1
data/english/Img/img002-054.png,1
data/english/Img/img002-055.png,1
data/english/Img/img003-001.png,2
data/english/Img/img003-002.png,2
data/english/Img/img003-003.png,2
data/english/Img/img003-004.png,2
data/english/Img/img003-005.png,2
data/english/Img/img003-006.png,2
data/english/Img/img003-007.png,2
data/english/Img/img003-008.png,2
data/english/Img/img003-009.png,2
data/english/Img/img003-010.png,2
data/english/Img/img003-011.png,2
data/english/Img/img003-012.png,2
data/english/Img/img003-013.png,2
data/english/Img/img003-014.png,2
data/english/Img/img003-015.png,2
data/english/Img/img003-016.png,2
data/english/Img/img003-017.png,2
data/english/Img/img003-018.png,2
data/english/Img/img003-019.png,2
data/english/Img/img003-020.png,2
data/english/Img/img003-021.png,2
data/english/Img/img003-022.png,2
data/english/Img/img003-023.png,2
data/english/Img/img003-024.png,2
data/english/Img/img003-025.png,2
data/english/Img/img003-026.png,2
data/english/Img/img003-027.png,2
data/english/Img/img003-028.png,2
data/english/Img/img003-029.png,2
data/english/Img/img003-030.png,2
data/english/Img/img003-031.png,2
data/english/Img/img003-032.png,2
data/english/Img/img003-033.png,2
data/english/Img/img003-034.png,2
data/english/Img/img003-035.png,2
data/english/Img/img003-036.png,2
data/english/Img/img003-037.png,2
data/english/Img/img003-038.png,2
data/english/Img/img003-039.png,2
data/english/Img/img003-040.png,2
data/english/Img/img003-041.png,2
data/english/Img/img003-042.png,2
data/english/Img/img003-043.png,2
data/english/Img/img003-044.png,2
data/english/Img/img003-045.png,2
data/english/Img/img003-046.png,2
data/english/Img/img003-047.png,2
data/english/Img/img003-048.png,2
data/english/Img/img003-049.png,2
data/english/Img/img003-050.png,2
data/english/Img/img003-051.png,2
data/english/Img/img003-052.png,2
data/english/Img/img003-053.png,2
data/english/Img/img003-054.png,2
data/english/Img/img003-055.png,2
data/english/Img/img004-001.png,3
data/english/Img/img004-002.png,3
data/english/Img/img004-003.png,3
data/english/Img/img004-004.png,3
data/english/Img/img004-005.png,3
data/english/Img/img004-006.png,3
data/english/Img/img004-007.png,3
data/english/Img/img004-008.png,3
data/english/Img/img004-009.png,3
data/english/Img/img004-010.png,3
data/english/Img/img004-011.png,3
data/english/Img/img004-012.png,3
data/english/Img/img004-013.png,3
data/english/Img/img004-014.png,3
data/english/Img/img004-015.png,3
data/english/Img/img004-016.png,3
data/english/Img/img004-017.png,3
data/english/Img/img004-018.png,3
data/english/Img/img004-019.png,3
data/english/Img/img004-020.png,3
data/english/Img/img004-021.png,3
data/english/Img/img004-022.png,3
data/english/Img/img004-023.png,3
data/english/Img/img004-024.png,3
data/english/Img/img004-025.png,3
data/english/Img/img004-026.png,3
data/english/Img/img004-027.png,3
data/english/Img/img004-028.png,3
data/english/Img/img004-029.png,3
data/english/Img/img004-030.png,3
data/english/Img/img004-031.png,3
data/english/Img/img004-032.png,3
data/english/Img/img004-033.png,3
data/english/Img/img004-034.png,3
data/english/Img/img004-035.png,3
data/english/Img/img004-036.png,3
data/english/Img/img004-037.png,3
data/english/Img/img004-038.png,3
data/english/Img/img004-039.png,3
data/english/Img/img004-040.png,3
data/english/Img/img004-041.png,3
data/english/Img/img004-042.png,3
data/english/Img/img004-043.png,3
data/english/Img/img004-044.png,3
data/english/Img/img004-045.png,3
data/english/Img/img004-046.png,3
data/english/Img/img004-047.png,3
data/english/Img/img004-048.png,3
data/english/Img/img004-049.png,3
data/english/Img/img004-050.png,3
data/english/Img/img004-051.png,3
data/english/Img/img004-052.png,3
data/english/Img/img004-053.png,3
data/english/Img/img004-054.png,3
data/english/Img/img004-055.png,3
data/english/Img/img005-001.png,4
data/english/Img/img005-002.png,4
data/english/Img/img005-003.png,4
data/english/Img/img005-004.png,4
data/english/Img/img005-005.png,4
data/english/Img/img005-006.png,4
data/english/Img/img005-007.png,4
data/english/Img/img005-008.png,4
data/english/Img/img005-009.png,4
data/english/Img/img005-010.png,4
data/english/Img/img005-011.png,4
data/english/Img/img005-012.png,4
data/english/Img/img005-013.png,4
data/english/Img/img005-014.png,4
data/english/Img/img005-015.png,4
data/english/Img/img005-016.png,4
data/english/Img/img005-017.png,4
data/english/Img/img005-018.png,4
data/english/Img/img005-019.png,4
data/english/Img/img005-020.png,4
data/english/Img/img005-021.png,4
data/english/Img/img005-022.png,4
data/english/Img/img005-023.png,4
data/english/Img/img005-024.png,4
data/english/Img/img005-025.png,4
data/english/Img/img005-026.png,4
data/english/Img/img005-027.png,4
data/english/Img/img005-028.png,4
data/english/Img/img005-029.png,4
data/english/Img/img005-030.png,4
data/english/Img/img005-031.png,4
data/english/Img/img005-032.png,4
data/english/Img/img005-033.png,4
data/english/Img/img005-034.png,4
data/english/Img/img005-035.png,4
data/english/Img/img005-036.png,4
data/english/Img/img005-037.png,4
data/english/Img/img005-038.png,4
data/english/Img/img005-039.png,4
data/english/Img/img005-040.png,4
data/english/Img/img005-041.png,4
data/english/Img/img005-042.png,4
data/english/Img/img005-043.png,4
data/english/Img/img005-044.png,4
data/english/Img/img005-045.png,4
data/english/Img/img005-046.png,4
data/english/Img/img005-047.png,4
data/english/Img/img005-048.png,4
data/english/Img/img005-049.png,4
data/english/Img/img005-050.png,4
data/english/Img/img005-051.png,4
data/english/Img/img005-052.png,4
data/english/Img/img005-053.png,4
data/english/Img/img005-054.png,4
data/english/Img/img005-055.png,4
data/english/Img/img006-001.png,5
data/english/Img/img006-002.png,5
data/english/Img/img006-003.png,5
data/english/Img/img006-004.png,5
data/english/Img/img006-005.png,5
data/english/Img/img006-006.png,5
data/english/Img/img006-007.png,5
